017
num-fields|65
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
fd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
avg_red|double
avg_green|double
avg_blue|double
ch1_peak|double
ch1_width|double
ch1_area|double
ch2_peak|double
ch2_width|double
ch2_area|double
ch3_peak|double
ch3_width|double
ch3_area|double
timestamp|timestamp
collage_file|string
image_id|guid
21|1348|2|77|79|754|1522|215|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|468.0000|71.0000|51.0000|64.1667|292.7939|198.5278|59.4203|56.1510|1041.9030|36.4224|121.6484|85.0624|109.1483|36.4224|535.6079|354.9351|111.9615|23.0308|52398.0000|14.5770|43.7722|1.5090|165.9031|36.0620|0.0000|0.4184|0.1783|0.0000|2534.5000|468.0000|1041.9030|-80.0000|-30.0000|118.3697|112.3141|108.8333|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:56.653|Dag_20230314_1m_4x-01_ast_images_000001.tif|A3AE7E9D-A4EA-48E3-9739-E39175608F31
22|1427|2|87|86|809|378|25|1|2|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|1328.0000|80.0000|68.0000|75.0000|450.5168|232.0857|66.4434|62.6883|3524.5093|66.9891|138.1121|116.1606|128.9656|66.9891|824.1304|416.3225|131.1792|15.4284|174206.0000|12.1623|36.1812|1.9795|39.3290|4.3750|0.0445|0.2410|0.4053|0.0000|3949.0000|1328.0000|3524.5093|65.0000|35.0000|137.7455|133.4375|124.2252|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:24.965|Dag_20230314_1m_4x-01_ast_images_000001.tif|090A9FF1-6877-4385-A285-8A8B3C18DA35
23|1516|2|86|85|892|44|139|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|1185.0000|83.0000|75.0000|79.1944|611.0681|245.6678|69.7817|65.8314|3099.8418|62.8239|143.6000|128.9656|136.6385|63.4804|1117.8269|441.1683|126.8110|21.8391|150271.0000|24.6185|75.3281|2.5338|114.4157|23.3910|0.0000|0.2170|0.3340|0.0000|4523.0000|1207.0000|3164.9716|55.0000|-90.0000|133.5671|128.3181|121.2776|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:43.978|Dag_20230314_1m_4x-01_ast_images_000001.tif|AD13EA04-F634-4D87-9601-EB686F2F283D
24|1604|2|88|87|516|272|139|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|997.0000|84.0000|76.0000|80.7778|627.1097|250.7047|70.2821|66.2420|2546.7588|56.9441|145.4293|130.7950|139.5350|57.4974|1147.1718|450.3823|102.6660|26.3786|102358.0000|30.8631|94.9487|2.5471|212.7611|23.3910|0.0000|0.1619|0.2768|0.0000|4713.0000|1014.0000|2596.4919|60.0000|5.0000|108.9268|101.6118|102.3771|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:43.978|Dag_20230314_1m_4x-01_ast_images_000001.tif|35054F9C-18B4-4F59-8070-DE628194BD79
25|1694|2|80|80|815|1037|199|1|2|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|1264.0000|72.0000|63.0000|69.0278|470.6589|213.8782|61.5198|57.7880|3334.0703|65.1542|123.4778|107.0140|118.0407|65.2702|860.9763|383.0155|132.6005|16.5957|167607.0000|13.9022|41.6510|2.2479|44.9298|33.3910|0.1363|0.2269|0.4532|0.0000|3400.0000|1268.0000|3345.9554|20.0000|-45.0000|138.8932|134.7160|126.0791|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:53.984|Dag_20230314_1m_4x-01_ast_images_000001.tif|73B6ED71-0A33-467F-A363-4EB6F9D6590D
26|1776|2|83|81|231|1761|85|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|999.0000|76.0000|63.0000|70.5833|430.7767|218.6817|63.8200|59.7832|2552.6066|57.0095|130.7950|107.0140|120.8862|57.1400|788.0198|391.8026|112.2192|24.1486|112107.0000|14.7229|44.2308|2.0113|138.4855|14.3910|0.0000|0.1987|0.3340|0.0000|3479.5000|1003.0000|2564.3047|-35.0000|45.0000|116.1391|112.2573|110.6657|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:34.971|Dag_20230314_1m_4x-01_ast_images_000001.tif|E80999C4-E4F8-427A-855F-43F6AFA7C401
27|1861|2|49|84|575|1211|154|1|3|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|878.0000|73.0000|36.0000|57.8056|357.2203|178.3344|69.7115|31.0636|2200.4374|52.9309|125.3070|57.6229|97.5119|52.9309|653.4631|317.9953|113.7301|27.8535|99855.0000|11.5656|34.3052|2.0549|115.2645|25.8910|0.0426|0.2501|0.3839|0.0000|1945.5000|878.0000|2200.4374|-80.0000|-5.0000|119.3303|115.0410|109.0843|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:46.478|Dag_20230314_1m_4x-01_ast_images_000001.tif|2D64D188-AC3D-4429-BBAE-C903790DC88B
28|1912|2|77|72|821|728|205|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|990.0000|78.0000|41.0000|63.1111|366.3330|195.5075|75.4157|34.4293|2526.2982|56.7149|134.4536|66.7694|107.2173|56.9768|670.1330|349.4100|125.5434|21.7342|124288.0000|10.7007|31.5855|1.9179|61.3613|34.3910|0.0126|0.1636|0.3698|0.0000|2366.5000|998.0000|2549.6826|-40.0000|60.0000|130.7879|127.4576|119.8434|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:54.984|Dag_20230314_1m_4x-01_ast_images_000001.tif|E6FC17A8-56B5-4A51-9409-7717988B3417
29|1991|2|48|49|928|1033|228|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|366.0000|40.0000|34.0000|37.1389|151.9828|113.8787|38.5754|36.0088|767.3611|31.2576|64.9402|53.9643|59.7063|31.2576|278.0221|200.0865|139.1913|9.9348|50944.0000|5.0222|13.7049|1.3895|36.8963|38.2340|0.3014|0.3445|0.3347|0.0000|771.0000|366.0000|767.3611|70.0000|-20.0000|145.4863|141.2923|132.6475|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:58.821|Dag_20230314_1m_4x-01_ast_images_000001.tif|403CA5AA-1463-444F-A837-A008EF70F4F7
30|2|99|81|83|384|1459|240|1|2|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|940.0000|76.0000|69.0000|72.7778|544.6417|225.4692|64.6322|60.2155|2380.4630|55.0536|130.7950|117.9898|124.9006|55.1209|996.3131|404.2190|112.5745|27.0769|105820.0000|25.0588|76.7116|2.4648|151.9101|40.2340|0.0176|0.1952|0.3074|0.0000|3797.5000|942.0000|2386.2856|-45.0000|-70.0000|116.9372|111.9723|112.1064|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:07:00.823|Dag_20230314_1m_4x-01_ast_images_000001.tif|D03717AF-8F1B-42F5-9AFE-1F3FC6BDC095
