017
num-fields|65
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
fd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
avg_red|double
avg_green|double
avg_blue|double
ch1_peak|double
ch1_width|double
ch1_area|double
ch2_peak|double
ch2_width|double
ch2_area|double
ch3_peak|double
ch3_width|double
ch3_area|double
timestamp|timestamp
collage_file|string
image_id|guid
21|653|2|26|25|874|1088|253|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|190.0000|17.0000|15.0000|16.1111|48.6274|47.3357|16.0201|15.1178|321.1219|20.2204|22.8663|19.2077|21.2402|20.2204|88.9541|78.3593|125.3789|18.0363|23822.0000|1.0000|1.0000|1.1352|41.3810|42.4060|0.9327|0.9082|0.9972|0.0000|172.0000|190.0000|321.1219|10.0000|-90.0000|130.9263|127.3842|119.3053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:07:02.988|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|57FF3EA9-1065-459C-BA4E-96A55BF404E7
22|681|2|25|26|323|662|148|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|193.0000|18.0000|15.0000|16.3333|52.2843|48.3306|16.1822|15.2676|328.2677|20.4442|24.6955|19.2077|21.6467|20.4442|95.6437|80.1793|89.2850|26.7382|17232.0000|1.1271|1.0000|1.1929|193.5227|24.8910|0.9150|0.8779|0.9929|0.0000|178.0000|193.0000|328.2677|50.0000|0.0000|91.0622|89.2953|88.4352|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:45.479|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|8047DEA3-A6DC-4D5C-AD7B-1B8B7947D95B
23|708|2|21|70|213|581|59|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|273.0000|60.0000|10.0000|40.1667|139.6985|122.8265|63.3994|7.2725|525.7716|25.8734|101.5262|10.0611|65.2451|25.8734|255.5505|216.4547|127.0037|17.4567|34672.0000|5.6887|15.8082|1.1806|74.5344|10.0470|0.0000|0.3618|0.1707|0.0000|376.0000|273.0000|525.7716|-90.0000|5.0000|129.1026|126.8608|126.4579|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:30.636|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|CAA97F51-51B7-40F5-B0F6-FB6F7306E265
24|731|2|18|66|361|957|259|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|298.0000|56.0000|8.0000|37.0556|119.1127|112.6870|56.9834|6.6998|589.6800|27.4008|94.2090|7.3172|59.5540|27.4008|217.8929|197.9065|126.7315|18.9827|37766.0000|3.7887|9.8005|1.1010|58.4636|43.4060|0.0000|0.8572|0.2305|0.0000|280.0000|298.0000|589.6800|-90.0000|0.0000|132.2651|128.3792|121.4597|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:07:03.990|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|95730F1D-772C-48E3-9C31-5812909342C7
25|751|2|27|28|377|1385|138|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|227.0000|19.0000|16.0000|17.6389|55.1127|52.2423|17.5898|16.4379|410.7066|22.8676|26.5249|21.0369|24.0350|22.8676|100.8177|87.3350|94.2511|35.2735|21395.0000|1.0648|1.0000|1.1544|94.2609|23.2190|0.9327|0.9068|0.9973|0.0000|211.0000|227.0000|410.7066|40.0000|-45.0000|94.4185|96.7885|89.1542|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:43.812|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|23E1F195-F980-42D2-8C70-E9B00509BF23
26|780|2|20|61|373|1752|212|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|276.0000|52.0000|7.0000|34.1111|110.5269|103.8226|52.7614|6.7526|533.3941|26.0603|86.8918|6.4025|54.1676|26.0603|202.1869|181.6908|128.1159|17.1623|35360.0000|3.5222|8.9537|1.1128|54.1881|35.5620|0.0102|0.6994|0.2484|0.0000|267.0000|276.0000|533.3941|-85.0000|5.0000|133.1051|129.6087|123.2681|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:56.153|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|9E66A275-8F88-43C4-8E8C-F80A4A53118E
27|802|2|26|26|355|1259|210|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|199.0000|18.0000|16.0000|16.5833|50.6274|49.1146|16.5408|15.4551|342.6262|20.8865|24.6955|21.0369|22.1040|20.8865|92.6127|81.6135|121.4271|20.9007|24164.0000|1.0250|1.0000|1.1348|50.0682|35.2340|0.9020|0.7965|0.9889|0.0000|182.0000|199.0000|342.6262|40.0000|0.0000|126.2965|123.1809|116.0503|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:55.818|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|F956D11B-764E-4FDF-BD66-14DD0CEBEEE5
28|830|2|51|23|334|1524|219|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|202.0000|41.0000|9.0000|29.4722|99.0122|89.6007|49.8224|6.6170|349.8378|21.1051|66.7694|8.2318|45.6816|21.1051|181.1230|155.6747|110.2574|24.9771|22272.0000|3.8620|10.0333|1.1635|141.2529|36.7340|0.0552|0.4815|0.2036|0.0000|265.0000|202.0000|349.8378|0.0000|-80.0000|113.6287|109.8861|109.6634|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:57.319|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|5C86BCC9-384B-4CC4-8CF1-BCE74FC2C803
29|883|2|30|30|789|1554|118|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|309.0000|22.0000|19.0000|20.3889|63.1127|60.8870|20.5271|19.1659|618.0630|28.0525|32.0127|26.5249|29.0656|28.0525|115.4521|103.1487|94.4887|33.6895|29197.0000|1.0258|1.0000|1.1193|75.2593|19.8910|0.9387|0.8890|0.9977|0.0000|288.5000|309.0000|618.0630|70.0000|-50.0000|100.2945|96.8738|87.5922|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:40.476|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|C2A1BF7F-0B31-480B-8F60-65B2614F9D6E
30|915|2|27|28|920|1586|108|1|1|0|1.8293|4.5000|0|0.0000|0.0000|0.0000|199.0000|18.0000|16.0000|17.4167|56.5269|51.8451|16.9785|15.8328|342.6262|20.8865|24.6955|21.0369|23.6285|20.8865|103.4047|86.6084|95.7588|34.6905|19056.0000|1.2778|1.1264|1.1939|120.4894|18.2190|0.8016|0.5943|0.9403|0.0000|196.0000|199.0000|342.6262|-90.0000|-5.0000|101.4824|98.3116|88.6080|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2023-03-14T16:06:38.807|Dag_20230314_1m_4x-01_rest_1_images_000001.tif|05ACD8FD-90E0-453B-AC78-9C19EF548642
