Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
317,2110.7881,2113.6761,0.7984,127.7249,133.8217,136.8217,1.8293,1,1,284,1094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0875,0.2788,11.4312,374.0570,0.2997,2023-03-14,51.8415,115.2459,51.8769,58.4730,34.7340,33.8828,40.0000,0.0000,1.4044,0.4159,0.0000,0.0295,310.0790,9.1515,Dag_20230314_1m_4x-01_000001.tif,81,66,439,1312,132.3247,128.9656,F6F0C470-C40B-455E-98F2-2FB859E20F2A,1,638.4611,0.9544,1.0712,1.0224,1.7069,0.0000,0.0000,0.0000,17.7242,207,0.0000,0,0.0000,0.0000,112079.0000,0.1760,15:06:55,2023-03-14T15:06:55.317,0.5502,7.295092e+04,8.014475e+05,94.2090
318,1099.3637,1099.3637,0.6024,113.0961,117.3252,122.8384,1.8293,1,1,379,1461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0608,0.1760,16.4511,354.5009,0.2232,2023-03-14,37.4133,108.9450,37.4133,151.1573,34.9060,49.6624,-60.0000,35.0000,1.1202,0.4716,0.0000,0.0201,285.0712,5.7402,Dag_20230314_1m_4x-01_000001.tif,83,72,507,1312,116.6830,134.4536,3183FF3D-3FA2-4DC5-9A03-ECAD62A5E2A3,1,581.6228,0.9640,1.0861,1.0470,1.6407,0.0000,0.0000,0.0000,21.8405,208,0.0000,0,0.0000,0.0000,57058.0000,0.1268,15:06:55,2023-03-14T15:06:55.486,0.6566,2.742053e+04,6.770493e+05,66.7694
319,3766.3388,3922.0285,0.9309,124.3818,131.7842,136.1498,1.8293,1,1,857,744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0055,0.0415,0.3769,24.1053,451.4997,0.3089,2023-03-14,69.2492,139.8398,70.6660,64.2749,34.9060,73.7154,15.0000,-10.0000,3.0767,0.2453,0.0000,0.0136,600.3287,8.1439,Dag_20230314_1m_4x-01_000001.tif,91,91,581,1312,130.0653,147.2586,3294BDE6-6EB4-43D4-8958-51BF885C4D99,1,1216.9452,0.9438,1.0946,1.0331,2.6953,0.0000,0.0000,0.0000,18.0485,208,0.0000,0,0.0000,0.0000,183262.0000,0.3387,15:06:55,2023-03-14T15:06:55.486,0.5048,1.738773e+05,1.431829e+06,130.7950
320,1118.5786,1118.5786,0.3943,117.3327,122.1089,124.5565,1.8293,1,1,701,1535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1839,0.2326,0.4580,4.2984,198.2459,0.6721,2023-03-14,37.7388,59.1474,37.7388,69.8623,35.0620,11.4162,0.0000,85.0000,0.7706,0.5648,0.0000,0.0876,137.6533,12.0577,Dag_20230314_1m_4x-01_000001.tif,34,57,674,1312,120.9657,77.7452,EC226AE0-6932-473C-8F4B-3596CDE4A95F,1,299.4221,0.9609,1.0616,1.0200,1.5104,0.0000,0.0000,0.0000,25.4383,209,0.0000,0,0.0000,0.0000,59999.0000,0.2449,15:06:55,2023-03-14T15:06:55.652,0.3620,2.814256e+04,1.083440e+05,33.8421
321,2162.8118,2162.8118,0.7910,75.5549,83.9757,87.6382,1.8293,1,1,951,1171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5927,0.4189,0.8893,2.3875,214.6032,0.8577,2023-03-14,52.4764,64.3812,52.4764,116.1259,35.0620,5.3123,-65.0000,60.0000,0.6334,0.6122,0.0000,0.1882,124.0031,23.3428,Dag_20230314_1m_4x-01_000001.tif,52,46,733,1312,81.8659,75.9159,998C5D65-8AB5-4B36-8441-ABA4B16A1CB8,1,294.6919,0.8997,1.1599,1.0436,1.3732,0.0000,0.0000,0.0000,40.0431,209,0.0000,0,0.0000,0.0000,70814.0000,0.5809,15:06:55,2023-03-14T15:06:55.652,0.1849,7.566445e+04,1.397255e+05,52.1350
322,376.4557,403.3336,0.6326,119.6667,122.7746,126.3052,1.8293,1,1,651,706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6305,0.4119,0.7885,2.4279,104.0130,0.8889,2023-03-14,21.8933,29.3704,22.6614,116.2609,35.0620,5.4437,-85.0000,0.0000,0.7034,0.5871,0.0000,0.1837,63.8788,11.7344,Dag_20230314_1m_4x-01_000001.tif,34,26,781,1312,122.2394,37.5007,4B5A6FB8-0E45-47B4-9532-A6A73DD33904,1,151.2265,0.9747,1.0555,1.0288,1.4539,0.0000,0.0000,0.0000,21.1878,209,0.0000,0,0.0000,0.0000,26037.0000,0.5367,15:06:55,2023-03-14T15:06:55.652,0.2546,5.494582e+03,1.326568e+04,21.0369
323,1176.3985,1198.4919,0.8311,132.7195,139.5667,143.0213,1.8293,1,1,862,1652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2165,0.1468,0.3034,6.8102,250.9247,0.4121,2023-03-14,38.7019,76.3225,39.0636,35.4101,35.2340,19.3432,55.0000,10.0000,1.1215,0.4714,0.0000,0.0517,184.3441,9.5302,Dag_20230314_1m_4x-01_000001.tif,56,53,809,1312,137.8897,86.8918,3AF9C2A3-28EF-400D-980B-8D398DF8E0AB,1,387.7485,0.9509,1.0776,1.0248,1.5453,0.0000,0.0000,0.0000,13.9620,210,0.0000,0,0.0000,0.0000,71289.0000,0.2301,15:06:55,2023-03-14T15:06:55.818,0.4929,3.035257e+04,2.327854e+05,66.7694
324,342.6262,342.6262,0.9344,116.0503,123.1809,126.2965,1.8293,1,1,355,1259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9020,0.9756,0.9889,1.0250,81.6135,1.0000,2023-03-14,20.8865,22.1040,20.8865,50.0682,35.2340,1.0000,40.0000,0.0000,0.0000,1.0666,0.0000,1.0000,23.1532,23.1532,Dag_20230314_1m_4x-01_000001.tif,26,26,864,1312,121.4271,24.6955,F956D11B-764E-4FDF-BD66-14DD0CEBEEE5,1,92.6127,0.9421,1.0883,1.0253,1.1348,0.0000,0.0000,0.0000,20.9007,210,0.0000,0,0.0000,0.0000,24164.0000,0.7965,15:06:55,2023-03-14T15:06:55.818,0.0551,4.770838e+03,5.654754e+03,21.0369
325,1895.0009,1932.2854,0.5895,116.8005,125.6140,132.6269,1.8293,1,1,879,98,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0655,0.2459,15.2649,379.9985,0.3079,2023-03-14,49.1202,117.1260,49.6010,122.1000,35.2340,45.9342,70.0000,-20.0000,1.3886,0.4187,0.0000,0.0218,347.3665,7.5623,Dag_20230314_1m_4x-01_000001.tif,91,64,892,1312,123.7915,145.4293,6A8BA8B0-B9DF-4582-B9C1-3E6908687C0B,1,709.8576,0.9298,1.1355,1.0558,1.8681,0.0000,0.0000,0.0000,18.3308,210,0.0000,0,0.0000,0.0000,95567.0000,0.0483,15:06:55,2023-03-14T15:06:55.818,0.5806,6.205517e+04,8.413152e+05,68.5987
326,361.9033,361.9033,0.6176,101.1208,111.0580,116.4203,1.8293,1,1,736,703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6592,0.6653,0.8196,1.5030,94.8563,0.9810,2023-03-14,21.4660,26.3216,21.4660,92.7547,35.4060,2.2839,50.0000,0.0000,0.2425,0.8048,0.0000,0.4378,39.7750,17.4153,Dag_20230314_1m_4x-01_000001.tif,31,25,958,1312,108.6957,32.0127,078299CF-381B-4962-A4FC-F0C3C6DCE7DD,1,114.3805,0.9105,1.1513,1.0483,1.2058,0.0000,0.0000,0.0000,24.6874,211,0.0000,0,0.0000,0.0000,22500.0000,0.5279,15:06:55,2023-03-14T15:06:55.985,0.1845,5.179080e+03,9.548501e+03,19.2077
327,1740.7054,1757.8014,0.6366,106.1936,115.1212,118.5571,1.8293,1,1,562,614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5157,0.5576,0.8419,1.7935,185.0797,0.9235,2023-03-14,47.0780,55.1331,47.3086,69.6964,35.4060,3.3346,55.0000,-35.0000,0.3462,0.7428,0.0000,0.2999,89.8830,26.9545,Dag_20230314_1m_4x-01_000001.tif,48,40,985,1312,112.8273,66.7694,74CFBFA8-FFC7-4932-B8E7-22534B0CADB8,2,233.6750,0.9225,1.1164,1.0298,1.2626,0.0000,0.0000,0.0000,23.1805,211,0.0000,0,0.0000,0.0000,81010.0000,0.5392,15:06:55,2023-03-14T15:06:55.985,0.1461,5.463258e+04,8.774758e+04,42.9885
328,533.3941,533.3941,0.1280,123.2681,129.6087,133.1051,1.8293,1,1,373,1752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0102,0.2839,0.2484,3.5222,181.6908,1.0000,2023-03-14,26.0603,54.1676,26.0603,54.1881,35.5620,8.9537,-85.0000,5.0000,0.0466,0.9555,0.0000,0.1117,90.9371,10.1564,Dag_20230314_1m_4x-01_000001.tif,61,20,1027,1312,128.1159,86.8918,9E66A275-8F88-43C4-8E8C-F80A4A53118E,1,202.1869,0.9511,1.0798,1.0270,1.1128,0.0000,0.0000,0.0000,17.1623,212,0.0000,0,0.0000,0.0000,35360.0000,0.6994,15:06:56,2023-03-14T15:06:56.153,0.5189,9.266936e+03,8.321805e+04,6.4025
329,1401.6402,1426.8640,0.4373,112.8645,119.5518,124.7375,1.8293,1,1,547,406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0962,0.2394,10.3977,320.0399,0.3777,2023-03-14,42.2448,98.1724,42.6232,108.8862,35.5620,30.6326,-90.0000,5.0000,0.8552,0.5390,0.0000,0.0326,249.4428,8.1431,Dag_20230314_1m_4x-01_000001.tif,88,42,1049,1312,118.1355,134.4536,30B0699F-4F6B-4751-8574-60927845697A,1,515.1718,0.9441,1.1052,1.0434,1.6097,0.0000,0.0000,0.0000,20.7209,212,0.0000,0,0.0000,0.0000,70645.0000,0.1409,15:06:56,2023-03-14T15:06:56.153,0.5697,3.947468e+04,4.954129e+05,48.4764
330,960.3259,960.3259,0.8685,113.3059,114.7443,121.4406,1.8293,1,1,889,72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0698,0.1816,14.3206,340.1925,0.1898,2023-03-14,34.9675,104.5750,34.9675,167.4822,35.7340,42.9664,-90.0000,45.0000,1.1269,0.4702,0.0000,0.0233,250.9495,5.8406,Dag_20230314_1m_4x-01_000001.tif,79,75,1093,1312,115.0753,117.9898,C479F623-E2F2-40ED-96E9-A27B6C697099,1,513.5802,0.9875,1.0718,1.0584,1.5097,0.0000,0.0000,0.0000,23.7898,213,0.0000,0,0.0000,0.0000,50403.0000,0.2083,15:06:56,2023-03-14T15:06:56.318,0.6656,2.238679e+04,5.988003e+05,81.4038
331,405.7893,405.7893,0.8690,92.3867,99.2267,101.4844,1.8293,1,1,584,1847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9050,0.9681,0.9896,1.0329,86.4991,1.0000,2023-03-14,22.7303,23.7301,22.7303,118.8723,35.9060,1.0000,-80.0000,0.0000,0.0000,1.0732,0.0000,1.0000,24.7146,24.7146,Dag_20230314_1m_4x-01_000001.tif,28,26,1170,1312,97.4444,26.5249,A9C57EF7-B11B-427E-976E-33A1CE4BFF34,1,98.8584,0.9311,1.0985,1.0228,1.1429,0.0000,0.0000,0.0000,28.8873,214,0.0000,0,0.0000,0.0000,21925.0000,0.9267,15:06:56,2023-03-14T15:06:56.485,0.0421,6.149145e+03,6.996753e+03,21.0369
332,594.8291,594.8291,0.1002,110.8633,109.3967,111.1933,1.8293,1,1,446,1835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2258,0.1853,4.4288,218.9190,0.9740,2023-03-14,27.5202,66.0072,27.5202,123.8211,35.9060,11.8288,-90.0000,0.0000,0.0733,0.9317,0.0000,0.0845,108.9724,9.2124,Dag_20230314_1m_4x-01_000001.tif,70,18,0,1405,110.0300,101.5262,FB5F61D2-622C-430D-A71C-E6750C7468B5,1,236.3697,1.0134,1.0030,1.0164,1.0797,0.0000,0.0000,0.0000,25.3129,214,0.0000,0,0.0000,0.0000,33009.0000,0.7307,15:06:56,2023-03-14T15:06:56.485,0.5831,1.091320e+04,1.505821e+05,7.3172
333,357.0703,357.0703,0.7315,78.2293,83.3122,85.1707,1.8293,1,1,367,1502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7622,0.8202,0.9146,1.2192,89.0276,1.0000,2023-03-14,21.3222,24.4415,21.3222,144.9796,35.9060,1.0000,35.0000,-70.0000,0.0000,1.1777,0.0000,1.0000,25.6292,25.6292,Dag_20230314_1m_4x-01_000001.tif,27,28,20,1405,81.9951,30.1835,2D7CBB69-35D5-438B-99A7-569189077C4B,1,102.5170,0.9390,1.0887,1.0223,1.1515,0.0000,0.0000,0.0000,38.3056,214,0.0000,0,0.0000,0.0000,16809.0000,0.7500,15:06:56,2023-03-14T15:06:56.485,0.1276,5.075681e+03,7.645064e+03,17.3783
334,472.7994,472.7994,0.3634,102.4325,106.7222,111.4563,1.8293,1,1,766,35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3266,0.3783,0.5262,2.6437,128.5796,0.8038,2023-03-14,24.5354,37.0433,24.5354,151.4675,35.9060,6.1425,55.0000,-10.0000,0.3805,0.7244,0.0000,0.1628,71.9713,11.7169,Dag_20230314_1m_4x-01_000001.tif,41,28,50,1405,105.9921,52.1350,C71E3932-7047-4E48-9ADE-A65C0E80C78D,2,167.3763,0.9598,1.0881,1.0444,1.3017,0.0000,0.0000,0.0000,28.9606,214,0.0000,0,0.0000,0.0000,26710.0000,0.4581,15:06:56,2023-03-14T15:06:56.485,0.3377,7.733554e+03,2.661512e+04,15.5490
335,2035.7985,2038.6793,0.7781,106.2473,108.8258,115.1145,1.8293,1,1,945,1636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0547,0.0468,0.3527,21.3790,348.9426,0.2976,2023-03-14,50.9123,107.2173,50.9483,165.0174,36.0620,65.1486,-80.0000,15.0000,2.3783,0.2960,0.0000,0.0153,423.3246,6.4978,Dag_20230314_1m_4x-01_000001.tif,82,63,80,1405,108.7783,125.3070,26290125-A0C8-4335-89F1-72985E0B8C42,1,859.6448,0.9763,1.0835,1.0578,2.4636,0.0000,0.0000,0.0000,27.1709,215,0.0000,0,0.0000,0.0000,89307.0000,0.3470,15:06:56,2023-03-14T15:06:56.653,0.5251,6.909808e+04,6.453470e+05,86.8918
336,1041.9030,1041.9030,0.9450,108.8333,112.3141,118.3697,1.8293,1,1,754,1522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0686,0.1783,14.5770,354.9350,0.1847,2023-03-14,36.4224,109.1482,36.4224,165.9031,36.0620,43.7722,-80.0000,-30.0000,1.1523,0.4646,0.0000,0.0228,261.8225,5.9815,Dag_20230314_1m_4x-01_000001.tif,79,77,145,1405,111.9615,121.6484,A3AE7E9D-A4EA-48E3-9739-E39175608F31,1,535.6079,0.9690,1.0876,1.0539,1.5090,0.0000,0.0000,0.0000,23.0308,215,0.0000,0,0.0000,0.0000,52398.0000,0.4184,15:06:56,2023-03-14T15:06:56.653,0.6663,2.529908e+04,6.808458e+05,85.0624
337,316.3706,316.3706,0.9836,94.8670,100.4840,101.2021,1.8293,1,1,397,554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9423,0.9659,0.9992,1.0353,77.8984,1.0000,2023-03-14,20.0703,21.0878,20.0703,126.9762,36.2340,1.0000,10.0000,-90.0000,0.0000,1.0110,0.0000,1.0000,22.6174,22.6174,Dag_20230314_1m_4x-01_000001.tif,25,26,224,1405,98.8670,22.8663,6DCE5F5F-B28B-4647-84DB-0569298171F2,1,90.4696,0.9441,1.0668,1.0071,1.1614,0.0000,0.0000,0.0000,26.3335,216,0.0000,0,0.0000,0.0000,18587.0000,0.8913,15:06:56,2023-03-14T15:06:56.821,0.0483,4.233095e+03,4.910099e+03,19.2077
338,764.7128,770.0103,0.6279,96.5260,111.9315,119.4411,1.8293,1,1,751,760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5219,0.2977,0.7616,3.3592,142.2411,0.8183,2023-03-14,31.2036,41.4641,31.3115,111.5714,36.5620,8.4348,5.0000,-60.0000,1.0232,0.4943,0.0000,0.1186,101.7782,12.0665,Dag_20230314_1m_4x-01_000001.tif,32,41,252,1405,108.1918,50.3057,3281CA42-EF57-498D-B54F-1DE8EA067AAD,1,227.6894,0.8624,1.2374,1.0671,1.6007,0.0000,0.0000,0.0000,23.7895,218,0.0000,0,0.0000,0.0000,39490.0000,0.3910,15:06:57,2023-03-14T15:06:57.154,0.2475,1.590784e+04,3.732643e+04,30.1835
339,376.4557,376.4557,0.6602,103.6573,111.8920,114.5681,1.8293,1,1,873,682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7048,0.8040,0.8688,1.2438,92.1830,1.0000,2023-03-14,21.8933,25.6610,21.8933,77.9388,36.5620,1.0000,-35.0000,45.0000,0.0000,1.2825,0.0000,1.0000,26.3870,26.3870,Dag_20230314_1m_4x-01_000001.tif,26,30,295,1405,109.7324,33.8421,F995840B-70AF-449D-A54A-4FD278668A2F,1,105.5478,0.9264,1.1053,1.0239,1.1450,0.0000,0.0000,0.0000,24.9713,218,0.0000,0,0.0000,0.0000,23373.0000,0.5263,15:06:57,2023-03-14T15:06:57.154,0.1468,5.494582e+03,8.847490e+03,19.2077
340,349.8378,349.8378,0.1328,109.6634,109.8861,113.6287,1.8293,1,1,334,1524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0552,0.2589,0.2036,3.8620,155.6747,0.7623,2023-03-14,21.1051,45.6817,21.1051,141.2529,36.7340,10.0333,0.0000,-80.0000,0.2334,0.8108,0.0000,0.0997,82.3535,8.2080,Dag_20230314_1m_4x-01_000001.tif,23,51,327,1405,110.2574,66.7694,5C86BCC9-384B-4CC4-8CF1-BCE74FC2C803,1,181.1230,0.9980,1.0362,1.0341,1.1635,0.0000,0.0000,0.0000,24.9771,219,0.0000,0,0.0000,0.0000,22272.0000,0.4815,15:06:57,2023-03-14T15:06:57.319,0.5380,4.922252e+03,4.991430e+04,8.2318
341,1028.2640,1028.2640,0.5477,104.7408,108.5745,115.2829,1.8293,1,1,688,1223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0876,0.2133,11.4197,307.2364,0.2763,2023-03-14,36.1832,93.9041,36.1832,172.8670,36.7340,33.8466,60.0000,0.0000,0.8825,0.5312,0.0000,0.0295,228.9985,6.7658,Dag_20230314_1m_4x-01_000001.tif,74,45,380,1405,108.1965,121.6484,58A31B19-16DD-432A-BBCF-1004A8BA325D,1,471.5286,0.9647,1.1006,1.0618,1.5347,0.0000,0.0000,0.0000,25.4656,219,0.0000,0,0.0000,0.0000,50095.0000,0.0409,15:06:57,2023-03-14T15:06:57.319,0.6147,2.480395e+04,4.335626e+05,55.7936
342,2851.9126,2851.9126,0.7548,56.8202,61.9846,63.6231,1.8293,1,1,831,1228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7599,0.8684,0.9581,1.1516,209.6387,1.0000,2023-03-14,60.2592,62.8568,60.2592,90.9537,36.9060,1.0000,-90.0000,5.0000,0.0000,1.2200,0.0000,1.0000,57.7260,57.7260,Dag_20230314_1m_4x-01_000001.tif,53,43,427,1405,60.6331,70.4280,2941DD79-BC59-4443-9280-14F49D1D96BC,1,230.9041,0.9167,1.1197,1.0264,1.1014,0.0000,0.0000,0.0000,42.6704,220,0.0000,0,0.0000,0.0000,66757.0000,0.8955,15:06:57,2023-03-14T15:06:57.487,0.0413,1.145693e+05,1.300334e+05,50.3057
343,618.0630,618.0630,0.7777,106.9644,115.9709,119.4660,1.8293,1,1,551,1094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7913,0.8684,0.9433,1.1516,108.4308,1.0000,2023-03-14,28.0525,30.7424,28.0525,51.1695,36.9060,1.0000,35.0000,0.0000,0.0000,1.1664,0.0000,1.0000,30.5813,30.5813,Dag_20230314_1m_4x-01_000001.tif,31,29,472,1405,113.6731,35.6713,F22896EE-9690-4B3C-8A7C-442B3D84B5E9,1,122.3254,0.9223,1.1169,1.0301,1.1281,0.0000,0.0000,0.0000,25.9356,220,0.0000,0,0.0000,0.0000,35125.0000,0.8115,15:06:57,2023-03-14T15:06:57.487,0.0875,1.155880e+04,1.521290e+04,26.5249
344,342.6262,366.7453,0.3466,107.5126,103.9296,105.7739,1.8293,1,1,276,904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3235,0.4110,0.4993,2.4332,124.0746,0.8875,2023-03-14,20.8865,35.7730,21.6091,166.0857,37.0620,5.4611,0.0000,85.0000,0.1854,0.8436,0.0000,0.1831,61.8015,11.3166,Dag_20230314_1m_4x-01_000001.tif,23,43,503,1405,105.2462,52.1350,DD08C64F-DB08-4B72-BE26-3FD598C90102,1,146.2363,1.0345,0.9838,1.0177,1.1786,0.0000,0.0000,0.0000,30.1358,221,0.0000,0,0.0000,0.0000,20944.0000,0.3910,15:06:57,2023-03-14T15:06:57.654,0.4161,4.770838e+03,2.396977e+04,13.7197
345,714.5816,717.2110,0.5671,106.2890,115.1994,118.0520,1.8293,1,1,692,707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5612,0.5759,0.8122,1.7363,125.4130,0.9572,2023-03-14,30.1634,36.1287,30.2189,57.8267,37.5620,3.1358,55.0000,-45.0000,0.2936,0.7730,0.0000,0.3189,60.3426,19.2431,Dag_20230314_1m_4x-01_000001.tif,38,31,548,1405,112.8468,46.6471,4120DFDF-50D6-4456-95FB-6B485015E496,1,159.1714,0.9227,1.1107,1.0248,1.2692,0.0000,0.0000,0.0000,29.5869,224,0.0000,0,0.0000,0.0000,39045.0000,0.6120,15:06:58,2023-03-14T15:06:58.155,0.1651,1.436950e+04,2.469191e+04,24.6955
346,1063.7596,1069.2302,0.1952,102.5483,102.3845,107.7899,1.8293,1,1,809,1330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1279,0.2178,7.8172,277.4809,0.6081,2023-03-14,36.8025,84.4527,36.8970,191.7821,37.7340,22.5142,-60.0000,30.0000,0.5144,0.6603,0.0000,0.0444,189.7697,8.4289,Dag_20230314_1m_4x-01_000001.tif,73,51,581,1405,103.0357,125.3070,3DECD199-5934-4E21-B0E1-4F8160A3027D,1,396.3973,1.0016,1.0511,1.0528,1.4286,0.0000,0.0000,0.0000,27.7484,225,0.0000,0,0.0000,0.0000,49045.0000,0.1235,15:06:58,2023-03-14T15:06:58.322,0.5642,2.609931e+04,3.153835e+05,22.8663
347,906.3014,911.6901,0.8909,107.6555,108.8206,117.5766,1.8293,1,1,435,654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0668,0.1718,14.9798,341.8586,0.1821,2023-03-14,33.9697,104.9307,34.0705,184.2116,37.7340,45.0382,20.0000,-25.0000,1.1659,0.4617,0.0000,0.0222,251.5939,5.5862,Dag_20230314_1m_4x-01_000001.tif,73,73,634,1405,109.4498,116.1606,DE28D846-8F3A-4E7F-BF81-063B609BA5ED,1,514.3602,0.9893,1.0922,1.0805,1.5046,0.0000,0.0000,0.0000,24.2489,225,0.0000,0,0.0000,0.0000,45750.0000,0.1284,15:06:58,2023-03-14T15:06:58.322,0.6763,2.052451e+04,6.049313e+05,83.2331
348,457.7958,457.7958,0.6642,123.8130,133.0122,135.5650,1.8293,1,1,712,786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6765,0.6814,0.8571,1.4676,102.3617,0.9666,2023-03-14,24.1430,28.9131,24.1430,38.7018,37.9060,2.1441,50.0000,-35.0000,0.1778,0.8491,0.0000,0.4664,42.0123,19.5942,Dag_20230314_1m_4x-01_000001.tif,33,28,709,1405,130.5203,35.6713,DA188CEE-31A2-4C5D-AC9C-C5D426930622,1,123.2131,0.9308,1.0949,1.0192,1.2037,0.0000,0.0000,0.0000,13.1714,226,0.0000,0,0.0000,0.0000,32108.0000,0.6287,15:06:58,2023-03-14T15:06:58.487,0.1650,7.368370e+03,1.265560e+04,22.8663
349,437.8882,437.8882,0.6103,91.4832,93.4790,95.0084,1.8293,1,1,328,1869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6090,0.5011,0.7813,1.9956,108.8929,0.8750,2023-03-14,23.6122,30.8948,23.6122,131.9375,38.0620,4.0205,-75.0000,45.0000,0.5863,0.6304,0.0000,0.2487,56.5866,14.0745,Dag_20230314_1m_4x-01_000001.tif,32,32,739,1405,93.0294,35.6713,81A5C7B5-5B41-42F4-9CF6-FC8701C9C8BE,1,141.3223,0.9786,1.0385,1.0164,1.2978,0.0000,0.0000,0.0000,32.8415,227,0.0000,0,0.0000,0.0000,22141.0000,0.6402,15:06:58,2023-03-14T15:06:58.654,0.2357,6.893007e+03,1.544033e+04,22.8663
350,335.4360,335.4360,0.8916,86.8061,95.6633,100.4643,1.8293,1,1,231,1794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8264,0.8434,0.9556,1.1857,84.7152,1.0000,2023-03-14,20.6662,23.1711,20.6662,125.5745,38.2340,1.0000,-90.0000,-5.0000,0.0008,0.9992,0.0000,1.0000,24.7146,24.7146,Dag_20230314_1m_4x-01_000001.tif,28,26,773,1405,93.5561,24.6955,84345E8C-773C-45CD-98C5-1844CCAE2DE2,1,98.8584,0.9074,1.1573,1.0502,1.1669,0.0000,0.0000,0.0000,33.6478,228,0.0000,0,0.0000,0.0000,18337.0000,0.6647,15:06:58,2023-03-14T15:06:58.821,0.1081,4.621451e+03,6.513890e+03,19.2077
351,735.6456,735.6456,0.6376,79.7571,82.5000,83.5932,1.8293,1,1,676,1648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6715,0.7501,0.8761,1.3332,120.1819,0.9861,2023-03-14,30.6048,34.5026,30.6048,151.6000,38.2340,1.5385,85.0000,-10.0000,0.0372,0.9641,0.0000,0.6500,42.6906,27.7486,Dag_20230314_1m_4x-01_000001.tif,36,29,801,1405,81.8023,41.1593,E2A39642-B596-4AFF-AEB8-45E54D2B78D9,1,140.8784,0.9668,1.0481,1.0133,1.1722,0.0000,0.0000,0.0000,33.6007,228,0.0000,0,0.0000,0.0000,28958.0000,0.6941,15:06:58,2023-03-14T15:06:58.821,0.1130,1.500952e+04,2.150578e+04,24.6955
