Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
429,1743.5538,1743.5538,0.5742,126.4924,136.7260,141.4061,1.8293,1,1,800,668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.2615,14.1027,344.8898,0.3297,2023-03-14,47.1165,106.1502,47.1165,50.2755,46.4060,42.2812,45.0000,-45.0000,1.2498,0.4445,0.0000,0.0237,318.9503,7.5435,Dag_20230314_1m_4x-01_000001.tif,72,71,822,1795,134.1752,141.7707,D97DDD5E-0BDF-4BE3-8272-00921725E9CD,1,652.9878,0.9252,1.1179,1.0342,1.8933,0.0000,0.0000,0.0000,12.1149,277,0.0000,0,0.0000,0.0000,96472.0000,0.0992,15:07:06,2023-03-14T15:07:06.993,0.5561,5.476673e+04,6.262695e+05,66.7694
430,922.4769,938.6800,0.4887,124.5660,132.6509,138.4882,1.8293,1,1,844,208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1001,0.2336,9.9874,273.3994,0.3433,2023-03-14,34.2715,83.2840,34.5712,77.9900,46.4060,29.3423,-90.0000,-20.0000,0.7415,0.5742,0.0000,0.0341,205.4783,7.0028,Dag_20230314_1m_4x-01_000001.tif,79,46,895,1795,130.8868,117.9898,1AFECF10-E5DD-4117-AD27-A85A146993A8,1,424.9622,0.9391,1.1118,1.0440,1.5544,0.0000,0.0000,0.0000,15.0197,277,0.0000,0,0.0000,0.0000,55496.0000,0.0683,15:07:06,2023-03-14T15:07:06.993,0.5885,2.107643e+04,3.024703e+05,48.4764
431,2380.4630,2383.3742,0.4036,117.6117,123.2915,126.1202,1.8293,1,1,711,1367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0537,0.1114,0.3648,8.9790,335.4389,0.4491,2023-03-14,55.0536,102.8981,55.0873,75.0515,46.5780,26.1703,-70.0000,35.0000,1.1645,0.4620,0.0000,0.0382,287.0674,10.9692,Dag_20230314_1m_4x-01_000001.tif,83,68,943,1795,121.9053,132.6242,F8938628-2B62-45CD-A7A0-B1850592BB31,2,596.0733,0.9539,1.0723,1.0229,1.7770,0.0000,0.0000,0.0000,23.9730,278,0.0000,0,0.0000,0.0000,114591.0000,0.2112,15:07:07,2023-03-14T15:07:07.161,0.4650,8.736872e+04,5.704545e+05,57.6229
432,415.6316,427.9777,0.6122,128.3755,133.7555,136.3057,1.8293,1,1,376,485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5281,0.4574,0.7179,2.1865,107.3996,0.8432,2023-03-14,23.0043,30.3359,23.3435,51.9420,46.5780,4.6542,-75.0000,-10.0000,0.6924,0.5909,0.0000,0.2149,60.3692,12.9709,Dag_20230314_1m_4x-01_000001.tif,32,28,1013,1795,132.4498,35.6713,B4E80D8F-A1DA-4A59-B06A-A9377540D3CD,1,146.6802,0.9598,1.0618,1.0191,1.3657,0.0000,0.0000,0.0000,15.2900,278,0.0000,0,0.0000,0.0000,30331.0000,0.7322,15:07:07,2023-03-14T15:07:07.161,0.2417,6.374214e+03,1.461736e+04,21.0369
433,1780.6152,1786.3220,0.7539,114.2432,118.7473,123.3224,1.8293,1,1,279,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0096,0.1065,0.3414,9.3870,320.5131,0.3651,2023-03-14,47.6146,98.2741,47.6908,117.7341,46.5780,27.4537,-80.0000,-25.0000,1.2713,0.4403,0.0000,0.0364,259.6768,9.4587,Dag_20230314_1m_4x-01_000001.tif,76,63,1043,1795,117.9399,114.3312,5C0921F4-9660-4C2E-9783-AA8AB045AC37,1,538.2711,0.9621,1.0795,1.0385,1.6794,0.0000,0.0000,0.0000,23.3927,278,0.0000,0,0.0000,0.0000,86332.0000,0.1012,15:07:07,2023-03-14T15:07:07.161,0.5155,5.652218e+04,4.969530e+05,74.0866
434,505.5104,505.5104,0.2188,127.0679,134.5057,138.3660,1.8293,1,1,829,1499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1804,0.4212,0.3610,2.3739,143.4951,0.9075,2023-03-14,25.3700,41.9723,25.3700,56.3784,46.7340,5.2680,60.0000,-30.0000,0.1153,0.8966,0.0000,0.1898,68.3487,12.9743,Dag_20230314_1m_4x-01_000001.tif,44,33,1108,1795,132.6906,61.2815,7B0527E9-92DF-461C-917B-24F68500EF1E,1,162.6461,0.9447,1.0889,1.0287,1.1335,0.0000,0.0000,0.0000,12.0503,279,0.0000,0,0.0000,0.0000,35163.0000,0.4961,15:07:07,2023-03-14T15:07:07.326,0.3956,8.549860e+03,3.871561e+04,13.7197
435,450.3172,450.3172,0.6668,125.9918,133.3663,135.9835,1.8293,1,1,271,1078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6658,0.8022,0.8526,1.2466,99.9850,1.0000,2023-03-14,23.9450,27.9985,23.9450,52.9623,46.7340,1.0000,40.0000,-30.0000,0.0000,1.1994,0.0000,1.0000,28.2163,28.2163,Dag_20230314_1m_4x-01_000001.tif,31,28,1143,1795,131.4774,33.8421,9BDBE58C-C4D0-4E13-9E84-B9181125D190,1,112.8650,0.9447,1.0793,1.0196,1.1288,0.0000,0.0000,0.0000,14.1786,279,0.0000,0,0.0000,0.0000,31949.0000,0.5879,15:07:07,2023-03-14T15:07:07.326,0.1448,7.188554e+03,1.149214e+04,21.0369
436,3020.0182,3040.7016,0.6441,118.4491,125.3299,130.3869,1.8293,1,1,437,775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0490,0.0587,0.3529,17.0240,401.5231,0.3394,2023-03-14,62.0097,124.0875,62.2217,100.0268,46.7340,51.4630,20.0000,-75.0000,2.4246,0.2920,0.0000,0.0194,447.9148,8.7036,Dag_20230314_1m_4x-01_000002.tif,80,85,0,0,123.8506,130.7950,91DD218C-664B-4D39-AAA7-E455382B4E66,1,913.2368,0.9451,1.1008,1.0403,2.2744,0.0000,0.0000,0.0000,20.3501,279,0.0000,0,0.0000,0.0000,143419.0000,0.2273,15:07:07,2023-03-14T15:07:07.326,0.5003,1.248470e+05,1.000421e+06,110.6726
437,2840.1375,2893.1485,0.8231,114.6791,121.3737,126.9745,1.8293,1,1,409,594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0199,0.0471,0.3525,21.2352,407.3976,0.2895,2023-03-14,60.1346,125.8152,60.6933,120.2171,46.7340,64.6970,60.0000,-20.0000,2.6542,0.2737,0.0000,0.0155,491.3201,7.5942,Dag_20230314_1m_4x-01_000002.tif,87,79,87,0,120.0000,134.4536,6C89BD82-5872-48F5-9720-7FDE931F7F47,1,997.8285,0.9448,1.1072,1.0461,2.4493,0.0000,0.0000,0.0000,21.1231,279,0.0000,0,0.0000,0.0000,131640.0000,0.2125,15:07:07,2023-03-14T15:07:07.326,0.5220,1.138604e+05,1.042792e+06,114.3312
438,1949.5110,1955.2553,0.6512,110.6068,112.8255,118.3894,1.8293,1,1,916,1738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0514,0.3265,19.4431,349.5623,0.3015,2023-03-14,49.8216,107.6238,49.8950,154.7251,47.0780,59.0653,-90.0000,0.0000,2.1140,0.3211,0.0000,0.0169,395.9021,6.7028,Dag_20230314_1m_4x-01_000002.tif,84,60,168,0,112.8040,127.1363,7A80AF00-B83F-43EA-955D-796C226789A8,1,805.2097,0.9803,1.0704,1.0493,2.3035,0.0000,0.0000,0.0000,26.7302,281,0.0000,0,0.0000,0.0000,89228.0000,0.3720,15:07:07,2023-03-14T15:07:07.659,0.5371,6.475187e+04,6.527153e+05,83.2331
439,321.1219,321.1219,0.5364,105.3632,114.4842,119.0000,1.8293,1,1,537,1414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5577,0.6444,0.7563,1.5518,91.8297,1.0000,2023-03-14,20.2204,25.5086,20.2204,105.2075,47.0780,2.4704,80.0000,0.0000,0.1711,0.8539,0.0000,0.4048,39.6322,16.0426,Dag_20230314_1m_4x-01_000002.tif,32,22,230,0,112.2579,33.8421,F3166FF3-E7ED-4670-BDCE-46C9AD907A31,1,111.3496,0.9203,1.1294,1.0394,1.2126,0.0000,0.0000,0.0000,23.4303,281,0.0000,0,0.0000,0.0000,21329.0000,0.2459,15:07:07,2023-03-14T15:07:07.659,0.2073,4.328811e+03,8.690746e+03,13.7197
440,447.8278,447.8278,0.7638,105.0992,117.2231,122.4504,1.8293,1,1,671,807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8068,0.8703,0.9514,1.1490,93.5252,1.0000,2023-03-14,23.8787,25.8643,23.8787,69.7600,47.2340,1.0000,-90.0000,5.0000,0.0000,1.1165,0.0000,1.0000,27.0337,27.0337,Dag_20230314_1m_4x-01_000002.tif,31,26,254,0,114.1942,30.1835,3942CAAC-1ECC-4576-B176-098FA5CB54CE,1,108.1349,0.8966,1.1651,1.0446,1.1562,0.0000,0.0000,0.0000,22.3644,282,0.0000,0,0.0000,0.0000,27635.0000,0.8005,15:07:07,2023-03-14T15:07:07.826,0.0768,7.129029e+03,9.059397e+03,19.2077
441,610.3071,610.3071,0.7441,103.0229,113.0882,116.8366,1.8293,1,1,325,593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7409,0.7731,0.9174,1.2935,111.5814,0.9919,2023-03-14,27.8759,31.6571,27.8759,63.1803,47.2340,1.2864,-70.0000,-20.0000,0.0000,1.0333,0.0000,0.7774,36.2939,28.2136,Dag_20230314_1m_4x-01_000002.tif,34,29,282,0,110.5000,37.5007,D6678CA2-FAB0-4F9A-B5A0-BE182718CF70,1,129.0149,0.9110,1.1341,1.0331,1.1562,0.0000,0.0000,0.0000,26.4842,282,0.0000,0,0.0000,0.0000,33813.0000,0.7977,15:07:07,2023-03-14T15:07:07.826,0.1194,1.134192e+04,1.661155e+04,24.6955
442,340.2271,340.2271,0.5306,126.3586,135.2222,138.3182,1.8293,1,1,674,1811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6642,0.8120,0.8199,1.2315,88.8584,1.0000,2023-03-14,20.8132,24.4415,20.8132,45.8444,47.4060,1.0000,50.0000,-45.0000,0.0000,1.2646,0.0000,1.0000,25.3154,25.3154,Dag_20230314_1m_4x-01_000002.tif,30,27,313,0,132.9091,32.0127,8BAABBE1-844C-44B2-89E2-85B32CB92E17,1,101.2615,0.9345,1.0946,1.0229,1.1396,0.0000,0.0000,0.0000,11.7955,283,0.0000,0,0.0000,0.0000,26316.0000,0.8093,15:07:07,2023-03-14T15:07:07.994,0.1484,4.720817e+03,7.645064e+03,13.7197
443,592.2539,756.7736,0.6061,122.4080,127.9732,130.5151,1.8293,1,1,932,1243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6789,0.8137,0.8794,1.2289,120.9870,1.0000,2023-03-14,27.4605,34.7567,31.0412,65.6406,47.4060,1.0000,-85.0000,0.0000,0.0000,1.3107,0.0000,1.0000,34.1940,34.1940,Dag_20230314_1m_4x-01_000002.tif,38,28,342,0,126.5920,44.8178,617EFC74-7E88-4171-9E8A-C883238BE5F3,1,136.7759,0.9565,1.0662,1.0199,1.1305,0.0000,0.0000,0.0000,16.4559,283,0.0000,0,0.0000,0.0000,37851.0000,0.8645,15:07:07,2023-03-14T15:07:07.994,0.2099,1.084241e+04,2.198438e+04,24.6955
444,427.9777,447.8278,0.7410,122.8761,127.6581,131.2265,1.8293,1,1,660,1451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6059,0.5160,0.8265,1.9380,107.1109,0.9398,2023-03-14,23.3435,30.3359,23.8787,93.8485,47.5780,3.8271,30.0000,-60.0000,0.4845,0.6736,0.0000,0.2613,55.6708,14.5465,Dag_20230314_1m_4x-01_000002.tif,31,30,372,0,126.6410,37.5007,6FF84C2E-E19A-43BB-A136-3813A9F12E81,1,140.4345,0.9625,1.0680,1.0280,1.3111,0.0000,0.0000,0.0000,20.3873,284,0.0000,0,0.0000,0.0000,29634.0000,0.2693,15:07:08,2023-03-14T15:07:08.161,0.2305,6.660327e+03,1.461736e+04,24.6955
445,328.2677,330.6547,0.7505,113.8187,123.0933,125.2280,1.8293,1,1,950,1388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8321,0.9511,0.9595,1.0514,80.9804,1.0000,2023-03-14,20.4442,21.9516,20.5183,74.7273,47.5780,1.0000,-85.0000,0.0000,0.0000,1.1456,0.0000,1.0000,23.1532,23.1532,Dag_20230314_1m_4x-01_000002.tif,28,24,404,0,120.6114,26.5249,C5D4B740-9621-4F06-8C2B-292B40DC5DAB,1,92.6127,0.9247,1.1002,1.0173,1.1436,0.0000,0.0000,0.0000,20.7084,284,0.0000,0,0.0000,0.0000,23278.0000,0.8616,15:07:08,2023-03-14T15:07:08.161,0.0687,4.474104e+03,5.538564e+03,17.3783
446,569.1359,569.1359,0.8524,114.7655,125.5586,129.6724,1.8293,1,1,924,608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8834,0.9649,0.9858,1.0364,100.2939,1.0000,2023-03-14,26.9193,27.9476,26.9193,51.3148,47.5780,1.0000,15.0000,-90.0000,0.0000,1.1390,0.0000,1.0000,28.1053,28.1053,Dag_20230314_1m_4x-01_000002.tif,28,30,430,0,122.7828,32.0127,A4262A92-C93C-4C7F-B592-9762CB190EF6,1,112.4212,0.9140,1.1299,1.0328,1.1209,0.0000,0.0000,0.0000,15.5363,284,0.0000,0,0.0000,0.0000,35607.0000,0.8979,15:07:08,2023-03-14T15:07:08.161,0.0368,1.021381e+04,1.142968e+04,24.6955
447,935.9776,935.9776,0.5342,108.9184,107.3590,114.1282,1.8293,1,1,534,446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0701,0.2191,14.2719,285.9276,0.3280,2023-03-14,34.5214,87.1458,34.5214,170.2263,47.5780,42.8132,-90.0000,-15.0000,1.0078,0.4981,0.0000,0.0234,247.9147,5.7906,Dag_20230314_1m_4x-01_000002.tif,82,45,462,0,108.6131,123.4778,99AB9D82-98A1-4AC6-BA9F-07314607697C,1,507.4107,1.0145,1.0478,1.0631,1.7746,0.0000,0.0000,0.0000,24.4971,284,0.0000,0,0.0000,0.0000,46595.0000,0.1766,15:07:08,2023-03-14T15:07:08.161,0.6039,2.154081e+04,3.465280e+05,53.9643
448,347.4316,347.4316,0.8770,117.7214,126.7811,130.2388,1.8293,1,1,543,303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8867,0.9854,0.9831,1.0148,81.7479,1.0000,2023-03-14,21.0324,22.1040,21.0324,36.8864,47.7340,1.0000,-80.0000,0.0000,0.0000,1.0666,0.0000,1.0000,23.1532,23.1532,Dag_20230314_1m_4x-01_000002.tif,27,25,509,0,124.4776,24.6955,0AA22651-E514-4C1B-AB63-3F40D55B5A16,1,92.6127,0.9285,1.1063,1.0273,1.1329,0.0000,0.0000,0.0000,19.2144,285,0.0000,0,0.0000,0.0000,25020.0000,0.8503,15:07:08,2023-03-14T15:07:08.328,0.0485,4.871556e+03,5.654754e+03,19.2077
449,485.3483,485.3483,0.6574,85.8132,92.2140,96.8872,1.8293,1,1,648,1678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6647,0.6448,0.8419,1.5508,108.6481,0.9483,2023-03-14,24.8589,30.7424,24.8589,130.9333,47.9060,2.4665,15.0000,-45.0000,0.2282,0.8142,0.0000,0.4054,46.0564,18.6729,Dag_20230314_1m_4x-01_000002.tif,31,33,536,0,90.8366,37.5007,8128E71B-A0E0-4010-98A6-9B2DEC789211,1,129.4587,0.9306,1.1290,1.0507,1.1915,0.0000,0.0000,0.0000,35.6580,286,0.0000,0,0.0000,0.0000,23345.0000,0.5709,15:07:08,2023-03-14T15:07:08.493,0.1914,8.043483e+03,1.521290e+04,21.0369
450,2206.2298,2209.1264,0.8837,111.5761,112.9489,120.1409,1.8293,1,1,820,106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0351,0.2451,28.4506,440.0453,0.2009,2023-03-14,53.0006,136.3337,53.0353,172.1332,47.9060,87.3689,15.0000,45.0000,2.5342,0.2829,0.0000,0.0114,507.5178,5.8089,Dag_20230314_1m_4x-01_000002.tif,89,88,571,0,113.3716,143.6000,B13DE909-DFE0-444C-8B3B-DB2EF1F3B385,1,1026.6534,0.9878,1.0768,1.0637,2.3331,0.0000,0.0000,0.0000,24.5877,286,0.0000,0,0.0000,0.0000,99767.0000,0.0426,15:07:08,2023-03-14T15:07:08.493,0.6112,7.795427e+04,1.326808e+06,125.3070
451,2180.1720,2191.7506,0.9359,109.0758,116.5293,121.9633,1.8293,1,1,716,1274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0482,0.2968,20.7613,399.4213,0.2386,2023-03-14,52.6866,123.3761,52.8264,129.2029,48.0780,63.2077,-75.0000,-45.0000,2.3358,0.2998,0.0000,0.0158,430.2034,6.8062,Dag_20230314_1m_4x-01_000002.tif,84,81,661,0,114.9139,128.9656,C04F05DB-1C92-4B0D-B297-3DC9B4B063E2,3,874.0192,0.9360,1.1182,1.0466,2.1882,0.0000,0.0000,0.0000,24.4541,287,0.0000,0,0.0000,0.0000,100090.0000,0.1266,15:07:08,2023-03-14T15:07:08.661,0.5730,7.657728e+04,9.833134e+05,114.3312
452,1961.0007,2018.5202,0.9833,117.5195,127.6704,133.2289,1.8293,1,1,777,526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0676,0.2611,14.7874,401.1714,0.2318,2023-03-14,49.9682,124.1383,50.6958,90.0060,48.0780,44.4335,-45.0000,85.0000,1.6993,0.3705,0.0000,0.0225,348.1121,7.8344,Dag_20230314_1m_4x-01_000002.tif,80,83,744,0,125.2780,128.9656,61CA2952-1874-4E5B-A491-3F7170D95ED8,1,711.8931,0.9205,1.1337,1.0435,1.7745,0.0000,0.0000,0.0000,17.3434,287,0.0000,0,0.0000,0.0000,99596.0000,0.1460,15:07:08,2023-03-14T15:07:08.661,0.5975,6.532515e+04,1.001651e+06,117.9898
453,1001.0366,1001.0366,0.5894,106.3974,104.0861,110.8013,1.8293,1,1,626,60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0628,0.1897,15.9239,325.2769,0.2406,2023-03-14,35.7010,99.7985,35.7010,194.1512,48.2340,48.0057,70.0000,-25.0000,1.1528,0.4645,0.0000,0.0208,269.7618,5.6194,Dag_20230314_1m_4x-01_000002.tif,78,62,829,0,105.5541,125.3070,F6D11964-4804-4672-897A-A91D9DEE7F92,1,550.7624,1.0222,1.0414,1.0645,1.6932,0.0000,0.0000,0.0000,25.5852,288,0.0000,0,0.0000,0.0000,47816.0000,0.1894,15:07:08,2023-03-14T15:07:08.828,0.6423,2.382532e+04,5.204396e+05,63.1108
454,3372.7055,3375.6784,0.9097,121.2373,128.2882,131.9969,1.8293,1,1,264,746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1101,0.0627,0.4390,15.9588,387.8462,0.3616,2023-03-14,65.5306,119.7683,65.5595,70.7896,48.7340,48.1154,60.0000,-5.0000,2.6201,0.2762,0.0000,0.0208,453.6201,9.4278,Dag_20230314_1m_4x-01_000002.tif,82,77,893,0,126.5951,125.3070,3700062C-EA85-4187-9E59-6CFC34D8C47C,2,926.0958,0.9450,1.0887,1.0289,2.3878,0.0000,0.0000,0.0000,19.6406,291,0.0000,0,0.0000,0.0000,161662.0000,0.2559,15:07:09,2023-03-14T15:07:09.327,0.4529,1.473436e+05,8.995487e+05,112.5019
455,374.0249,374.0249,0.8869,115.5755,125.0519,128.5991,1.8293,1,1,924,383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9028,0.9408,0.9889,1.0629,84.7669,1.0000,2023-03-14,21.8225,23.3236,21.8225,49.1489,48.9060,1.0000,-40.0000,-90.0000,0.0000,1.0900,0.0000,1.0000,24.3357,24.3357,Dag_20230314_1m_4x-01_000002.tif,26,27,972,0,122.6274,26.5249,009690B4-71D3-4886-8EEB-805EEC646381,1,97.3429,0.9242,1.1127,1.0284,1.1484,0.0000,0.0000,0.0000,18.7259,292,0.0000,0,0.0000,0.0000,25997.0000,0.8682,15:07:09,2023-03-14T15:07:09.495,0.0644,5.441449e+03,6.643302e+03,21.0369
456,2246.8052,2316.4763,0.7301,93.2383,100.5190,103.9966,1.8293,1,1,329,1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5325,0.5063,0.8326,1.9753,216.6075,0.8730,2023-03-14,53.4857,65.0926,54.3086,92.1008,49.0780,3.9526,0.0000,-60.0000,0.5250,0.6557,0.0000,0.2530,110.1912,27.8783,Dag_20230314_1m_4x-01_000002.tif,49,54,1001,0,98.7315,72.2574,8D7D6537-5D44-435F-AAF8-54283B147E33,1,276.1389,0.9276,1.1154,1.0346,1.2748,0.0000,0.0000,0.0000,35.4582,293,0.0000,0,0.0000,0.0000,88266.0000,0.4017,15:07:09,2023-03-14T15:07:09.662,0.1783,8.011465e+04,1.444087e+05,55.7936
457,400.8800,400.8800,0.8069,117.9552,124.3543,125.5695,1.8293,1,1,883,1139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8656,0.9510,0.9765,1.0516,87.0209,1.0000,2023-03-14,22.5924,23.8825,22.5924,57.1522,49.2340,1.0000,-10.0000,-90.0000,0.0000,1.1421,0.0000,1.0000,24.8256,24.8256,Dag_20230314_1m_4x-01_000002.tif,26,29,1057,0,122.5919,28.3541,8EB610D3-8A6F-438F-952B-0C6A71373CC3,1,99.3022,0.9485,1.0646,1.0098,1.1411,0.0000,0.0000,0.0000,16.2930,294,0.0000,0,0.0000,0.0000,27338.0000,0.9004,15:07:09,2023-03-14T15:07:09.828,0.0540,6.037892e+03,7.132463e+03,21.0369
458,347.4316,347.4316,0.9226,86.3234,91.5323,96.0498,1.8293,1,1,268,943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9106,0.9761,0.9901,1.0245,82.0568,1.0000,2023-03-14,21.0324,22.3073,21.0324,129.5349,49.7340,1.0000,-80.0000,45.0000,0.0000,1.0615,0.0000,1.0000,23.2641,23.2641,Dag_20230314_1m_4x-01_000002.tif,27,26,1088,0,90.5025,24.6955,DB973CE9-FB8E-4A01-8389-F32E8488B02A,1,93.0566,0.9431,1.1127,1.0494,1.1341,0.0000,0.0000,0.0000,34.4877,297,0.0000,0,0.0000,0.0000,18191.0000,0.8546,15:07:10,2023-03-14T15:07:10.328,0.0571,4.871556e+03,5.812186e+03,19.2077
459,1253.8788,1253.8788,0.7024,124.7835,135.4789,140.2716,1.8293,1,1,698,222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1445,0.1353,0.3400,7.3916,250.6185,0.4263,2023-03-14,39.9561,75.8143,39.9561,46.6531,49.7340,21.1742,45.0000,-60.0000,1.0859,0.4794,0.0000,0.0472,196.5110,9.2807,Dag_20230314_1m_4x-01_000002.tif,55,54,1116,0,132.8183,94.2090,0419E21A-3BAE-4241-B178-5142388F6538,2,411.5833,0.9211,1.1241,1.0354,1.6423,0.0000,0.0000,0.0000,15.0244,297,0.0000,0,0.0000,0.0000,72386.0000,0.2261,15:07:10,2023-03-14T15:07:10.328,0.4730,3.340005e+04,2.281668e+05,59.4522
460,1256.6538,1256.6538,0.1545,109.2692,115.1520,117.3571,1.8293,1,1,585,1092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2279,0.2547,4.3872,267.2122,0.7194,2023-03-14,40.0003,81.1498,40.0003,86.8491,49.9060,11.6972,85.0000,0.0000,0.1667,0.8571,0.0000,0.0855,146.1915,12.4980,Dag_20230314_1m_4x-01_000002.tif,82,27,0,91,113.6465,125.3070,A8CCD2FC-8E04-447F-94AD-679B247589CF,1,317.3789,0.9489,1.0740,1.0191,1.1877,0.0000,0.0000,0.0000,28.3876,298,0.0000,0,0.0000,0.0000,62051.0000,0.3751,15:07:10,2023-03-14T15:07:10.495,0.5071,3.351099e+04,2.798084e+05,22.8663
461,321.1219,321.1219,0.0757,125.1263,121.3947,127.4368,1.8293,1,1,870,226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1650,0.1463,6.0597,198.6606,1.0000,2023-03-14,20.2204,59.4522,20.2204,97.7411,49.9060,16.9783,-90.0000,0.0000,0.0818,0.9243,0.0000,0.0589,103.8985,6.1195,Dag_20230314_1m_4x-01_000002.tif,67,15,29,91,123.2000,96.0382,53A7D8B9-5324-444C-9B83-0260D4FA858D,1,220.0360,1.0307,1.0185,1.0498,1.1076,0.0000,0.0000,0.0000,22.4218,298,0.0000,0,0.0000,0.0000,23408.0000,0.5137,15:07:10,2023-03-14T15:07:10.495,0.6599,4.328811e+03,1.100281e+05,4.5732
462,1703.7071,1703.7071,0.5840,115.8411,120.8057,125.1645,1.8293,1,1,331,768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1103,0.2662,9.0633,345.0393,0.3120,2023-03-14,46.5750,105.8961,46.5750,116.2716,50.0780,26.4353,60.0000,5.0000,0.9929,0.5018,0.0000,0.0378,249.7306,9.4469,Dag_20230314_1m_4x-01_000002.tif,76,51,46,91,119.8128,125.3070,E723E2FF-E2AB-4635-96E0-78E187B9424A,1,518.3550,0.9589,1.0805,1.0361,1.5023,0.0000,0.0000,0.0000,20.4239,299,0.0000,0,0.0000,0.0000,84468.0000,0.3953,15:07:10,2023-03-14T15:07:10.660,0.5602,5.290006e+04,6.217833e+05,64.9402
463,325.8833,325.8833,0.0779,121.8438,119.7031,123.9063,1.8293,1,1,870,763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1607,0.1487,6.2223,200.3650,1.0000,2023-03-14,20.3698,59.9604,20.3698,95.4690,50.0780,17.4908,-90.0000,0.0000,0.1038,0.9059,0.0000,0.0572,106.0084,6.0608,Dag_20230314_1m_4x-01_000002.tif,67,15,99,91,120.8542,96.0382,B1D60CDE-CCEA-401A-8318-39D0D8CCEA0E,1,224.1385,1.0179,1.0169,1.0351,1.1187,0.0000,0.0000,0.0000,22.9354,299,0.0000,0,0.0000,0.0000,23204.0000,0.4700,15:07:10,2023-03-14T15:07:10.660,0.6603,4.425444e+03,1.128735e+05,4.5732
