Name,Date,Time,CollageFile,ImageFilename,Id,GroupId,Uuid,SrcImage,SrcX,SrcY,ImageX,ImageY,ImageW,ImageH,Timestamp,ElapsedTime,CalConst,CalImage,AbdArea,AbdDiameter,AbdVolume,AspectRatio,AvgBlue,AvgGreen,AvgRed,BiovolumeCylinder,BiovolumePSpheroid,BiovolumeSphere,Ch1Area,Ch1Peak,Ch1Width,Ch2Area,Ch2Ch1Ratio,Ch2Peak,Ch2Width,Ch3Area,Ch3Peak,Ch3Width,CircleFit,Circularity,CircularityHu,Compactness,ConvexPerimeter,Convexity,EdgeGradient,Elongation,EsdDiameter,EsdVolume,FdDiameter,FeretMaxAngle,FeretMinAngle,FiberCurl,FiberStraightness,FilledArea,FilterScore,GeodesicAspectRatio,GeodesicLength,GeodesicThickness,Intensity,Length,Perimeter,Ppc,RatioBlueGreen,RatioRedBlue,RatioRedGreen,Roughness,ScatterArea,ScatterPeak,SigmaIntensity,SphereComplement,SphereCount,SphereUnknown,SphereVolume,SumIntensity,Symmetry,Transparency,Width,Preprocessing,PreprocessingTrue,LabelPredicted,ProbabilityScore,LabelTrue
Dag_20230314_1m_4x-01,2023-03-14,15:06:39,Dag_20230314_1m_4x-01_000001.tif,,165,,F9202AE2-5088-4C78-830E-8D2B6AD0F358,110,521,705,319,688,70,80,2023-03-14 15:06:39.141000,18.562,1.8293,1,1036.4454,36.3269,25100.56,0.6581,104.1459,104.5365,111.97,,,22195.242343170874,13557.561627113013,0,0,0,0,0,0,,,,0.0,0.0686,0.1855,14.5773,342.7797,0.2174,190.4246,43.7729,105.2864,611104.1,36.5177,-70,25,1.1569,0.4636,1047.3632,0,0.0228,262.3836,5.9942,105.2554,121.6484,536.7557,1,,,,1.5659,0,0,24.715,0,0,0,0,49049,0.1614,0.655,74.0866,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:39,Dag_20230314_1m_4x-01_000001.tif,,166,,77709215-905E-421D-AC69-0B84CCE63AAA,111,799,1198,391,688,56,77,2023-03-14 15:06:39.308000,18.719,1.8293,1,1886.4042,49.0086,61633.37,0.5417,124.1508,132.5293,136.1638,,,68807.63455941639,22600.355297565908,0,0,0,0,0,0,,,,0.0,0.1277,0.3388,7.8279,312.1065,0.4306,46.7782,22.5477,95.6317,457936.0,49.0086,75,-20,0.9801,0.505,1886.4042,0,0.0444,240.8791,10.6831,130.4252,121.6484,503.1244,1,,,,1.612,0,0,15.7762,0,0,0,0,100297,0.0816,0.4875,63.1108,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:39,Dag_20230314_1m_4x-01_000001.tif,,167,,AFE3FD8F-8A6B-4894-BD79-600929CE48C4,112,963,1471,449,688,37,79,2023-03-14 15:06:39.475000,18.891,1.8293,1,767.3611,31.2576,15990.55,0.3623,117.0874,123.7842,128.377,,,17854.134832604195,11189.322124549783,0,0,0,0,0,0,,,,0.0,0.0764,0.1938,13.087,275.6401,0.3269,120.4404,39.0883,84.1986,312545.6,31.2576,-75,10,0.7986,0.556,767.3611,0,0.0256,218.8009,5.5976,122.306,121.6484,448.797,1,,,,1.6282,0,0,20.1109,0,0,0,0,44764,0.0567,0.6288,35.6713,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:39,Dag_20230314_1m_4x-01_000001.tif,,168,,50A187BF-2751-430B-9170-6D5578A007A5,112,939,714,488,688,29,31,2023-03-14 15:06:39.475000,18.891,1.8293,1,450.3172,23.945,7188.554,0.6394,96.8272,107.4938,112.0864,,,9584.350239761223,4358.927036337024,0,0,0,0,0,0,,,,0.6782,0.7334,0.8526,1.3635,101.1384,0.9779,89.3273,1.693,28.3033,11871.66,23.945,-75,25,0.0964,0.9121,450.3172,0,0.5907,37.1036,21.9159,104.823,33.8421,118.0391,1,,,,1.1671,0,0,27.9047,0,0,0,0,25472,0.597,0.154,22.8663,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:39,Dag_20230314_1m_4x-01_000001.tif,,169,,4A4552B1-C314-4AF1-B2AB-3CE4B8720AAF,115,867,315,519,688,53,56,2023-03-14 15:06:39.975000,19.391,1.8293,1,1695.1775,46.4582,52503.3,0.7356,120.5328,129.2707,133.2208,,,27989.309331083,17153.154362320296,0,0,0,0,0,0,,,,0.1039,0.0912,0.4134,10.9641,262.6017,0.4849,73.3457,32.414,79.8794,266872.3,46.575,35,-20,1.7737,0.3605,1703.7071,0,0.0309,276.5322,8.5313,127.0883,99.6968,570.1269,2,,,,2.1711,0,0,18.9474,0,0,0,0,89216,0.2416,0.4184,63.1108,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,170,,2DFA716C-2F7F-4745-82E6-C3B59B0147AD,116,367,1257,574,688,48,52,2023-03-14 15:06:40.141000,19.562,1.8293,1,651.7976,28.8079,12517.94,0.7679,131.3447,139.7143,143.7764,,,19488.62324744742,10836.568002451553,0,0,0,0,0,0,,,,0.3077,0.1557,0.2204,6.4216,213.4547,0.3657,39.1377,18.1188,63.9747,137095.5,28.8079,55,-25,0.9337,0.5171,651.7976,0,0.0552,139.7262,7.7117,137.6522,72.2574,294.8758,3,,,,1.3814,0,0,11.6113,0,0,0,0,44324,0.3636,0.5497,50.3057,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,171,,464538C1-5BBB-49AB-ABAA-4C4C42E0225A,118,403,1900,624,688,35,20,2023-03-14 15:06:40.476000,19.891,1.8293,1,413.1681,22.936,6317.627,0.5149,73.9123,80.9912,88.4781,,,5362.897106487953,3148.137203060958,0,0,0,0,0,0,,,,0.5598,0.6454,0.7368,1.5494,105.882,0.9828,128.65,2.4613,29.9294,14037.57,22.936,-35,-90,0.1018,0.9076,413.1681,0,0.4063,43.3343,17.6065,79.7105,39.3299,121.8815,1,,,,1.1511,0,0,34.3688,0,0,0,0,18174,0.6065,0.2337,17.3783,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,172,,C2A1BF7F-0B31-480B-8F60-65B2614F9D6E,118,789,1554,661,688,30,30,2023-03-14 15:06:40.476000,19.891,1.8293,1,618.063,28.0525,11558.8,0.9337,87.5922,96.8738,100.2945,,,10680.278779573568,4213.532021142274,0,0,0,0,0,0,,,,0.9387,0.9748,0.9977,1.0258,103.1487,1.0,75.2593,1.0,29.0655,12856.83,28.0525,70,-50,0.0,1.1091,618.063,0,1.0,28.863,28.863,94.4887,32.0127,115.4521,1,,,,1.1193,0,0,33.6895,0,0,0,0,29197,0.889,0.0349,26.5249,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,173,,43C1617A-3040-4DFC-BD5C-4ACAFA9B5EA7,118,939,977,693,688,30,33,2023-03-14 15:06:40.476000,19.891,1.8293,1,643.995,28.6349,12293.84,0.8818,103.7241,114.9687,119.9843,,,36243.66908848647,9587.395193659742,0,0,0,0,0,0,,,,0.8479,0.8836,0.9728,1.1317,108.3596,1.0,60.2632,1.0,30.7424,15212.9,28.6349,-90,0,0.0,1.0987,643.995,0,1.0,30.8033,30.8033,112.185,33.8421,123.2131,1,,,,1.1371,0,0,23.1933,0,0,0,0,35787,0.7305,0.0686,28.3541,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,174,,C6290BFF-39D1-4B7D-AB26-6DE9DC1AAB06,119,214,1006,725,688,84,91,2023-03-14 15:06:40.642000,20.062,1.8293,1,2371.7309,54.9525,86888.42,0.8731,117.5731,114.6958,121.3703,,,47883.90449164907,27634.302418888372,0,0,0,0,0,0,,,,0.0,0.0324,0.2792,30.9022,428.2531,0.2208,155.9352,95.0717,132.5734,1220023.0,55.0199,-90,10,2.9057,0.256,2377.5521,0,0.0105,546.5669,5.749,116.318,139.9415,1104.6318,1,,,,2.5794,0,0,22.8251,0,0,0,0,108990,0.2436,0.5855,123.4778,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,175,,23EEBF30-9E95-4F61-962D-931320502579,120,297,982,811,688,34,73,2023-03-14 15:06:40.813000,20.219,1.8293,1,1014.6418,35.9428,24312.68,0.3564,112.0262,115.7358,119.8996,,,20825.48638628497,10501.451443544893,0,0,0,0,0,0,,,,0.0,0.127,0.3004,7.875,243.6519,0.5172,140.4972,22.6961,73.6293,209002.3,35.9428,-90,0,0.7428,0.5738,1014.6418,0,0.0441,186.5064,8.2175,115.0961,107.014,389.4478,1,,,,1.5984,0,0,25.3408,0,0,0,0,52714,0.0787,0.5118,35.6713,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,176,,D3695103-A111-4882-9923-6B543013FBC9,120,573,258,847,688,39,48,2023-03-14 15:06:40.813000,20.219,1.8293,1,1104.8506,37.5065,27626.07,0.4751,108.3768,116.9491,121.9572,,,14082.012048216435,7578.232176925553,0,0,0,0,0,0,,,,0.2319,0.2516,0.606,3.9743,180.9677,0.7361,96.2074,10.3893,53.7611,81358.5,38.3374,65,-25,1.0484,0.4882,1154.3415,0,0.0963,133.0264,12.8041,114.9695,64.9402,291.661,1,,,,1.6117,0,0,30.8231,0,0,0,0,56450,0.3698,0.3023,35.6713,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:40,Dag_20230314_1m_4x-01_000001.tif,,177,,3770024B-DE52-4D89-B15F-AB62E7343755,121,727,1846,888,688,34,35,2023-03-14 15:06:40.977000,20.391,1.8293,1,366.7453,21.6091,5283.366,0.8186,116.5837,121.7321,124.6746,,,10061.126649958545,5049.769566872286,0,0,0,0,0,0,,,,0.3986,0.3049,0.4693,3.2798,127.3318,0.6165,103.52,8.1815,36.7384,25963.36,21.6091,65,-75,0.8378,0.5441,366.7453,0,0.1222,75.644,9.2457,120.5263,41.1593,169.7795,1,,,,1.3334,0,0,24.2359,0,0,0,0,25190,0.1479,0.4118,32.0127,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,178,,A37174C4-EC07-40D9-A027-03E37184D661,122,568,860,924,688,27,29,2023-03-14 15:06:41.143000,20.562,1.8293,1,452.8083,24.0111,7248.286,0.9137,95.3279,103.0779,105.0861,,,7602.930355483462,3289.2226033302595,0,0,0,0,0,0,,,,0.9134,0.9481,0.9933,1.0548,91.1311,1.0,83.4898,1.0,25.3053,8484.65,24.0111,-80,0,0.0,1.0902,452.8083,0,1.0,26.0081,26.0081,100.9877,28.3541,104.0324,1,,,,1.1416,0,0,30.4802,0,0,0,0,24641,0.8684,0.0511,22.8663,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,179,,1A0BFD2A-03C9-4562-AB2F-9F213589BDFC,122,764,627,953,688,35,32,2023-03-14 15:06:41.143000,20.562,1.8293,1,553.7844,26.5537,9803.359,0.8903,98.243,108.75,114.7535,,,4510.760869420556,3932.476488733421,0,0,0,0,0,0,,,,0.669,0.4852,0.8572,2.0612,117.1712,0.9134,140.9041,4.2396,33.4864,19660.84,26.9193,0,-55,0.7104,0.5846,569.1359,0,0.2359,64.1424,15.1294,106.2887,37.5007,158.5437,1,,,,1.3531,0,0,27.2845,0,0,0,0,30186,0.568,0.207,30.1835,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,180,,A4598551-8956-4FDD-A789-F1455CD09381,123,334,1309,990,688,40,77,2023-03-14 15:06:41.310000,20.719,1.8293,1,740.9217,30.7143,15171.28,0.094,104.8848,107.7388,111.6404,,,16928.337092056143,8941.54942526075,0,0,0,0,0,0,,,,0.0,0.1593,0.1371,6.2755,268.4153,0.7458,170.5903,17.6586,81.6071,284565.7,30.8236,-65,20,0.1607,0.8615,746.2017,0,0.0566,145.4469,8.2366,107.3258,125.307,307.367,1,,,,1.1451,0,0,28.2227,0,0,0,0,38208,0.3531,0.6236,10.0611,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,181,,CFA125DA-D126-4B41-92B1-7B572006B2FF,124,398,1251,1032,688,64,87,2023-03-14 15:06:41.477000,20.891,1.8293,1,1706.551,46.6138,53032.57,0.5867,107.8612,109.3555,115.7592,,,33174.632526130605,18800.2467118591,0,0,0,0,0,0,,,,0.0,0.0566,0.2452,17.6748,365.3988,0.2879,172.2012,53.5082,112.6036,747575.7,46.6138,70,-20,1.5407,0.3936,1706.551,0,0.0187,355.5474,6.6447,109.6317,139.9415,724.3843,1,,,,1.9824,0,0,24.3161,0,0,0,0,77400,0.1099,0.586,68.5987,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,182,,3A735328-BA31-4019-8415-F3E17D9DD52B,124,929,165,1098,688,35,32,2023-03-14 15:06:41.477000,20.891,1.8293,1,788.5814,31.6868,16658.41,0.8457,78.1551,85.7834,91.6176,,,25415.611379596252,7792.701453687877,0,0,0,0,0,0,,,,0.8222,0.8507,0.9622,1.1755,120.52,1.0,183.8871,1.0,34.7059,21888.1,31.7401,-10,50,0.0,1.1555,791.2381,0,1.0,34.0371,34.0371,84.1497,39.3299,136.1482,1,,,,1.1297,0,0,29.2906,0,0,0,0,31472,0.7527,0.087,30.1835,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,183,,A7374A85-49BA-4D6F-990B-47864FF70018,124,984,53,1135,688,35,87,2023-03-14 15:06:41.477000,20.891,1.8293,1,1317.8326,40.9624,35987.7,0.1934,104.3398,102.6426,108.1901,,,29276.970186224557,13612.964486162775,0,0,0,0,0,0,,,,0.0,0.0952,0.2283,10.5047,299.2843,0.5655,190.7049,30.9691,91.6174,402655.0,40.9624,-80,10,0.7803,0.5617,1317.8326,0,0.0323,242.6184,7.8342,103.7887,136.2828,500.9051,1,,,,1.6737,0,0,31.6609,0,0,0,0,58952,0.2694,0.5529,24.6955,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,184,,FAFE4CCB-F11C-4CCF-B8AE-59AFD19F3A03,125,265,217,0,781,32,26,2023-03-14 15:06:41.643000,21.062,1.8293,1,325.8833,20.3698,4425.444,0.4921,121.2083,127.1042,129.3594,,,25569.301466085573,8065.107435907832,0,0,0,0,0,0,,,,0.5147,0.6104,0.6809,1.6382,95.6997,0.96,69.7636,2.788,26.5757,9827.68,20.3698,20,-70,0.1865,0.8428,325.8833,0,0.3587,42.3235,15.1806,125.5938,35.6713,115.0082,1,,,,1.2018,0,0,19.0987,0,0,0,0,24114,0.4196,0.2335,15.549,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,185,,FCBE4FE1-EB7D-43D8-AC5B-19C95E59E7CD,127,719,1652,34,781,24,28,2023-03-14 15:06:41.978000,21.391,1.8293,1,337.8304,20.7398,4671.021,0.7569,121.4162,130.8934,134.4772,,,25679.24898949717,7487.155279033918,0,0,0,0,0,0,,,,0.8329,0.9886,0.9598,1.0115,81.219,1.0,41.5581,1.0,21.85,5461.995,20.7398,70,0,0.0,1.159,337.8304,0,1.0,22.8853,22.8853,128.4619,26.5249,91.5412,1,,,,1.1271,0,0,15.8196,0,0,0,0,25307,0.8629,0.0508,17.3783,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:41,Dag_20230314_1m_4x-01_000001.tif,,186,,BD0AFED2-6DCA-41CC-AF38-33FE8D14472A,127,236,256,60,781,27,31,2023-03-14 15:06:41.978000,21.391,1.8293,1,457.7958,24.143,7368.37,0.7543,103.0244,106.5203,108.1179,,,11283.807926902802,4330.64316456409,0,0,0,0,0,0,,,,0.8168,0.9171,0.9548,1.0903,94.3568,1.0,123.3469,1.0,26.2708,9493.308,24.4051,65,25,0.0,1.196,467.7914,0,1.0,26.7658,26.7658,105.6545,32.0127,107.0633,1,,,,1.1347,0,0,25.6824,0,0,0,0,25991,0.8883,0.081,21.0369,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,187,,75AA15A0-983F-45C6-B3FB-ADC9B66AA47F,128,810,1658,89,781,54,82,2023-03-14 15:06:42.144000,21.562,1.8293,1,1276.093,40.3085,34291.56,0.7066,107.7288,108.0036,113.7505,,,25393.904277763122,14273.27605801881,0,0,0,0,0,0,,,,0.0,0.0763,0.2336,13.1003,323.4934,0.3018,174.0074,39.1303,99.1887,510958.2,40.3085,-80,10,1.1166,0.4725,1276.093,0,0.0256,269.0939,6.8769,108.5931,127.1363,551.9416,1,,,,1.7062,0,0,25.2338,0,0,0,0,60052,0.1358,0.5936,64.9402,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,188,,7ADB07CA-6B55-4AA8-ABD0-62A24CF17A18,129,222,1349,145,781,53,81,2023-03-14 15:06:42.310000,21.719,1.8293,1,1817.7335,48.1083,58298.73,0.599,114.9611,114.4282,118.6268,,,36151.08956801215,17774.08616398235,0,0,0,0,0,0,,,,0.0,0.0775,0.289,12.8966,342.8208,0.3313,127.8557,38.4898,105.4896,614650.1,48.1461,80,0,1.4737,0.4042,1820.5911,0,0.026,309.9755,8.0534,115.0765,125.307,636.0579,1,,,,1.8554,0,0,22.8661,0,0,0,0,85732,0.031,0.544,70.428,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,189,,7666B549-58F2-4277-A45C-C76A4C610D25,129,249,1056,200,781,29,39,2023-03-14 15:06:42.310000,21.719,1.8293,1,651.7976,28.8079,12517.94,0.5744,89.8168,88.5062,88.087,,,17136.444643559757,6862.641300923636,0,0,0,0,0,0,,,,0.6168,0.6579,0.8207,1.5201,120.7229,0.9743,120.2727,2.3498,34.5026,21505.78,28.8079,-90,15,0.1227,0.8907,651.7976,0,0.4256,50.3188,21.4139,88.8385,44.8178,143.4654,1,,,,1.1884,0,0,37.9695,0,0,0,0,28606,0.6504,0.1651,22.8663,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,190,,9F590E0E-BFC3-4040-873E-C652ADF92631,129,434,977,231,781,52,39,2023-03-14 15:06:42.310000,21.719,1.8293,1,1963.8739,50.0048,65468.77,0.7116,80.3982,86.9372,89.2111,,,48304.7941835949,12893.851170977301,0,0,0,0,0,0,,,,0.6238,0.7017,0.8964,1.4252,191.9843,0.9701,75.6667,1.9695,57.3689,98861.63,50.0048,-5,-90,0.0284,0.9723,1963.8739,0,0.5077,72.4309,36.7755,85.2299,70.428,218.4129,1,,,,1.1377,0,0,41.0562,0,0,0,0,67843,0.6793,0.1284,44.8178,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,191,,7C70928C-A883-4AFB-B00A-973A564124FE,129,425,313,285,781,57,80,2023-03-14 15:06:42.310000,21.719,1.8293,1,1629.8929,45.5548,49499.68,0.6581,115.6789,120.9705,124.9087,,,39735.22603652241,17768.45056228007,0,0,0,0,0,0,,,,0.0,0.0999,0.2708,10.0099,333.4433,0.3304,88.736,29.413,102.4408,562882.2,45.5548,70,-10,1.1251,0.4706,1629.8929,0,0.034,258.517,8.7892,119.8336,121.6484,534.6125,1,,,,1.6033,0,0,17.7964,0,0,0,0,81367,0.1443,0.5553,66.7694,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,192,,03AAFAF8-8D51-454C-96BA-97319A93F609,129,981,237,344,781,27,28,2023-03-14 15:06:42.310000,21.719,1.8293,1,316.3706,20.0703,4233.095,0.8947,132.0266,142.8351,147.3617,,,25533.243407332302,7670.230351981006,0,0,0,0,0,0,,,,0.7953,0.5384,0.9298,1.8574,88.5379,0.9502,45.9643,3.5539,24.289,7502.908,20.2952,-55,10,0.7968,0.5565,323.5013,0,0.2814,47.6602,13.4106,140.117,26.5249,122.1415,1,,,,1.3795,0,0,9.8751,0,0,0,0,26342,0.6232,0.1737,21.0369,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,193,,2DC90ECA-BEDD-44E8-9EDF-C9C26A254575,130,338,1556,373,781,38,36,2023-03-14 15:06:42.477000,21.891,1.8293,1,709.3259,30.0523,14211.26,0.7517,101.6715,108.1163,113.7122,,,6090.7585493827355,4723.588147403543,0,0,0,0,0,0,,,,0.4826,0.3318,0.7515,3.0142,143.2581,0.7936,124.1856,7.3332,41.7182,38016.79,30.2743,-60,45,0.837,0.5444,719.8415,0,0.1364,92.4104,12.6017,106.8081,50.3057,210.0241,1,,,,1.4661,0,0,28.87,0,0,0,0,36742,0.3755,0.2796,32.0127,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,194,,BA4008E2-1E1E-4916-8BA5-2A6D90834886,130,636,435,413,781,37,34,2023-03-14 15:06:42.477000,21.891,1.8293,1,871.3516,33.3082,19348.8,0.9057,85.2593,89.2938,89.8741,,,24812.08223226701,8033.392474666483,0,0,0,0,0,0,,,,0.6681,0.6044,0.888,1.6547,138.3595,0.9344,167.0759,2.847,40.1938,33999.72,33.7165,20,-90,0.3996,0.7145,892.8432,0,0.3512,62.7272,22.0325,88.1506,44.8178,169.5195,1,,,,1.2252,0,0,31.6938,0,0,0,0,35701,0.4514,0.1713,35.6713,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,195,,A08F1F00-C2B0-4FD0-8EDF-B0DE3E4A1EC4,131,915,1286,452,781,48,86,2023-03-14 15:06:42.643000,22.062,1.8293,1,1159.8523,38.4288,29714.46,0.5962,106.8885,109.3405,115.045,,,23167.78195800079,14178.760452230243,0,0,0,0,0,0,,,,0.0,0.0665,0.2073,15.0463,326.0008,0.265,183.0297,45.2473,100.1034,525224.0,38.4288,-90,0,1.1267,0.4702,1159.8523,0,0.0221,278.1582,6.1475,109.2524,130.795,568.6115,1,,,,1.7442,0,0,24.121,0,0,0,0,55828,0.1368,0.6161,61.2815,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,196,,BF09603E-993F-496C-A770-18928AEC3BBA,131,312,1151,502,781,59,86,2023-03-14 15:06:42.643000,22.062,1.8293,1,900.9157,33.8686,20341.83,0.5972,117.0313,123.4688,127.875,,,14894.92859880354,9559.41407886725,0,0,0,0,0,0,,,,0.0,0.0671,0.1672,14.8943,329.7109,0.2377,108.0658,44.7694,101.1196,541383.7,33.8686,70,-35,0.8075,0.5532,900.9157,0,0.0223,249.6446,5.5762,122.0409,138.1121,510.4416,3,,,,1.5481,0,0,23.5383,0,0,0,0,50769,0.1078,0.6651,66.7694,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,197,,25E9F3B3-5137-4E07-8627-A8E644820630,132,310,1200,563,781,25,35,2023-03-14 15:06:42.811000,22.219,1.8293,1,528.311,25.9358,9134.783,0.527,122.9124,131.146,134.5839,,,42450.38411978615,10599.987758208936,0,0,0,0,0,0,,,,0.5885,0.7837,0.7942,1.276,107.3384,1.0,40.6207,1.0981,30.2851,14544.03,25.9358,-85,0,0.0,1.2395,528.311,0,0.9107,31.7308,28.8961,129.0949,39.3299,121.2538,1,,,,1.1296,0,0,15.2724,0,0,0,0,35372,0.5865,0.1436,19.2077,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,198,,7D8D3E80-C8EB-4DA5-86F0-A6620E1AAC76,132,437,89,590,781,17,101,2023-03-14 15:06:42.811000,22.219,1.8293,1,884.7778,33.5639,19797.72,0.0772,120.9707,125.5512,130.9366,,,8113.209340081033,6093.663081839439,0,0,0,0,0,0,,,,0.0,0.1182,0.1469,8.4609,323.6208,1.0,58.3122,24.54,98.9855,507823.5,33.6657,-90,0,0.1624,0.8603,890.1539,0,0.0407,183.9376,7.4954,124.7854,158.2344,382.866,1,,,,1.1831,0,0,22.8159,0,0,0,0,51162,0.7102,0.6609,6.4025,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:42,Dag_20230314_1m_4x-01_000001.tif,,199,,897DCB21-0A5A-423E-B60D-F03EBA38C941,133,745,639,609,781,28,34,2023-03-14 15:06:42.977000,22.391,1.8293,1,548.6783,26.431,9668.086,0.5098,115.2908,123.539,125.4574,,,27141.078158297558,7993.913932934222,0,0,0,0,0,0,,,,0.5726,0.6871,0.7775,1.4553,112.7233,0.9878,38.1774,2.0946,32.0636,17259.73,26.4924,45,-20,0.036,0.9652,551.2307,0,0.4774,44.5378,21.2631,121.2979,42.9885,131.6019,1,,,,1.1675,0,0,24.1807,0,0,0,0,34206,0.6173,0.1757,19.2077,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:43,Dag_20230314_1m_4x-01_000001.tif,,200,,23B8E125-801F-416E-916C-8DA79225AA47,134,725,1165,639,781,90,91,2023-03-14 15:06:43.144000,22.562,1.8293,1,2363.0008,54.8513,86409.12,0.9493,106.7623,111.9186,119.1959,,,45761.84085375576,25909.339171170308,0,0,0,0,0,0,,,,0.0,0.0366,0.259,27.331,445.9017,0.2058,168.8323,83.8509,138.0105,1376370.0,54.9525,65,-35,2.5258,0.2836,2371.7309,0,0.0119,512.7534,6.1151,111.1756,145.4293,1037.7369,1,,,,2.3273,0,0,23.2627,0,0,0,0,103838,0.1545,0.6026,125.307,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:43,Dag_20230314_1m_4x-01_000001.tif,,201,,1D50278E-45CD-4218-B03A-30E58BA0ED5B,134,975,794,731,781,39,72,2023-03-14 15:06:43.144000,22.562,1.8293,1,914.3857,34.1208,20799.74,0.4322,132.5819,140.2708,144.1116,,,50272.73813126693,17214.4607035996,0,0,0,0,0,0,,,,0.0,0.1544,0.2882,6.4759,242.0514,0.4336,39.2704,18.2899,73.4261,207276.2,34.1208,-90,15,0.5261,0.6553,914.3857,0,0.0547,160.5211,8.7765,138.3919,105.1847,338.5951,1,,,,1.3989,0,0,10.5803,0,0,0,0,58263,0.1305,0.5353,39.3299,object,,,,
Dag_20230314_1m_4x-01,2023-03-14,15:06:43,Dag_20230314_1m_4x-01_000001.tif,,202,,1293E879-B5A9-4B75-9EAE-D0E856D8A8FC,135,393,1549,772,781,23,31,2023-03-14 15:06:43.312000,22.719,1.8293,1,359.4857,21.3942,5127.27,0.6319,125.8544,130.9903,133.0583,,,12075.902988040089,4634.628769626343,0,0,0,0,0,0,,,,0.7323,0.9391,0.9002,1.0649,90.0529,1.0,58.3958,1.0,24.7972,7983.722,22.5924,75,0,0.0,1.2814,400.88,0,1.0,24.9825,24.9825,129.665,32.0127,99.9299,1,,,,1.1097,0,0,13.3997,0,0,0,0,26711,0.9152,0.1372,15.549,object,,,,
